등수,게시자,내용,점수,연속,총 기도일 수
2311등,킹트다갓트,공중부양,5점,1일째,총21일
2310등,뽈롤로,내년에는 안다치게해주세요,5점,1일째,총1일
2309등,나만악에서구하소서,내년엔 월급도 오르고 좋은 사람도 만나게 해주세요,5점,1일째,총1일
2308등,미노mino,다이어트 성공 기원,5점,1일째,총38일
2307등,카나다거위,나랑 너랑,5점,19일째,총35일
2306등,아스텔,우리방장이 오늘 하루도 행복하게 해주세요,5점,6일째,총43일
2305등,김영재1,내일 8시에 일어나게해주세여,5점,1일째,총5일
2304등,착취자이병건,장사잘되게해주세요,5점,1일째,총23일
2303등,반당미,!,5점,1일째,총2일
2302등,볼기큰사춘기,부자되게 해주세요,5점,2일째,총30일
2301등,신사90,기도 확인~,5점,6일째,총39일
2300등,지그침,아르미 어머니께서 아무 일도 없이 건강하시게 해주세요!,5점,5일째,총34일
2299등,땅근쮸스,행복,5점,4일째,총28일
2298등,앤서니양,내가오늘 소원을 빌었던가,5점,35일째,총48일
2297등,빠이구,어라?,5점,4일째,총48일
2296등,밥아저씨,로또 당첨 기원,5점,10일째,총28일
2295등,궁디풍퐈풍퐝,나도 가입했다,5점,1일째,총1일
2294등,지우삑궷츢,아침형인간,5점,1일째,총28일
2293등,기다리면기회가온다,"엄마,아빠,나,은영이 행복하게 해주세요",5점,1일째,총24일
2292등,freleefty,세계평화,5점,1일째,총3일
2291등,남깡여창,atom 20000,5점,1일째,총3일
2290등,나이키,와 술먹고 까먹을뻔,5점,12일째,총50일
2289등,베르린,바른자세맑은정신,5점,40일째,총40일
2288등,사백사,건강과 평화,5점,1일째,총31일
2287등,침촉맨,무병장수 하게 해주십쇼,5점,1일째,총7일
2286등,병건이는남아,내가 하는 일 다 잘 될거라고,5점,12일째,총31일
2285등,뭐시중요해,메시 우승하세요,5점,8일째,총38일
2284등,계왕계,나무 아미타불,5점,2일째,총32일
2283등,과일채소묶음,다시 한 번 츩췎,5점,4일째,총11일
2282등,SeChim맨,돈 많이 벌게 해주세요,5점,1일째,총2일
2281등,zoxu51,출첵,5점,1일째,총1일
2280등,침착한한의사,한번더 기도!,5점,1일째,총2일
2279등,여행민수,메시 우승 내년 성공적인 여행 플랜,5점,2일째,총20일
2278등,고양이에미친사람,3년 안에 빚 다 갚게 해주세요,5점,15일째,총36일
2277등,종종이,메시형 컵한번 들자 ㅠㅠ,5점,1일째,총6일
2276등,연어맨,내일 택배 일찍 도착하게 해주세요,5점,2일째,총23일
2275등,쿤하로,아르헨티나 아니 메시가 월드컵 우승하는 거 보고싶다.,5점,1일째,총4일
2274등,안침착걸,성공기원,5점,2일째,총43일
2273등,오즈의마법사,사랑하는 사람들이 모두 아프지않고 행복하게 해주세요,5점,1일째,총28일
2272등,이끼니,행복,5점,1일째,총37일
2271등,복사붙여넣기,회사폭파기원,5점,2일째,총35일
2270등,넙죽맨,성적 잘 나오게 해주떼염,5점,1일째,총13일
2269등,토종한국인,등급 잘나오게 해주십시오!!!,5점,1일째,총5일
2268등,애굽엑조디아,애굽민수 영접,5점,1일째,총8일
2267등,김용갈,1월 제주도 당첨되게 해줘잉,5점,1일째,총27일
2266등,계피분말,돈 들어오게 해줘요,5점,3일째,총33일
2265등,YeomsoYaGara,시험합격,5점,1일째,총10일
2264등,권하하,졸업하게 해주세요,5점,1일째,총29일
2263등,이게아이디인가,막힌 코가 뚫리길,5점,1일째,총17일
2262등,침착한웰시코기,즐거운 봄날이 찾아오길 바람,5점,3일째,총29일
2261등,노구만세,복권아 1등되자아//,5점,1일째,총12일
2260등,나르는거북,🙏비나이다 비나이다🙏,5점,3일째,총39일
2259등,개추워,미래를 생각하고 준비 잘하길,5점,2일째,총8일
2258등,존코너,한전 이직,5점,1일째,총31일
2257등,일반유저,프랑스 2연패,5점,4일째,총4일
2256등,레알마드리드,메시,5점,9일째,총47일
2255등,정예타우렌족장,사업준비중인데 꼭 잘되길.... ,5점,6일째,총47일
2254등,새바리,합격까지 D-237,5점,31일째,총40일
2253등,봉선수,사업대박,5점,1일째,총29일
2252등,불로소득,불로소득,5점,1일째,총30일
2251등,병건약건,내일 계획 다 착실히 진행되게 해주세요,5점,1일째,총18일
2250등,서진아빠,우리 서진이 머리 쿵 좀 안하게 해주세요,5점,11일째,총46일
2249등,SyrupJar,충성충성,5점,52일째,총52일
2248등,야나감마,내일 출근하기 싫어,5점,2일째,총34일
2247등,염소YA가라,우리 남은 가족 모두 앞으로 하는일 잘되게 해주세요,5점,1일째,총15일
2246등,슈뢰딩거의피해자,제가 좋아하는 사람들이 모두 행복했으면 좋겠습니다.,5점,1일째,총29일
2245등,왕크니까왕귀엽다,안다치게 해주세요,5점,10일째,총34일
2244등,균하하하하하하,즉시행복,5점,3일째,총14일
2243등,차두리짬뽕,썸타고 싶어요,5점,1일째,총38일
2242등,병꺼니,행복하길,5점,1일째,총27일
2241등,SimPliCity,비나이다 비나이다,5점,1일째,총26일
2240등,세상에서가장침착맨좋아함,다들 행복하길,5점,2일째,총20일
2239등,공대랑,사진찍기,5점,2일째,총13일
2238등,moolnaeng,오늘 운동 죽지않기 ,5점,1일째,총42일
2237등,신지에타라,공부가 다시 재미를 느끼게 해주세요,5점,1일째,총5일
2236등,병걸시,침펄철 포더킹 제발,5점,4일째,총20일
2235등,대림동마라코딩,내일은 상사랑 안싸우게,5점,1일째,총2일
2234등,내일은챰피온,로또 1등 가즈아,5점,33일째,총41일
2233등,램쥐썬더,홋카이도무사여행기원,5점,5일째,총36일
2232등,왕십리로날아온편지,1차합격🙏🏻,5점,3일째,총31일
2231등,김똥꼬,내일 시험 잘보게 해주세요 ,5점,10일째,총39일
2230등,상산의조자룡,시험 성공!,5점,1일째,총15일
2229등,숙변건이오,행복하게 해주세요,5점,1일째,총7일
2228등,요우무의유령검1,여기있는 소원들 전부 이루어지게 해주세요,5점,52일째,총52일
2227등,노키스존,게임 합방 많이 해주세요,5점,1일째,총1일
2226등,손소독제,2023년도 힘세고 강하게 지내고 싶어요,5점,1일째,총21일
2225등,도니누나,연말 무사히 마무리하고 내년엔 더 좋아지게 해주세요,5점,1일째,총6일
2224등,영공조징포에버,영공조징 포에버,5점,1일째,총1일
2223등,트럼프,잘생겨지게 해주ㅏ요,5점,1일째,총14일
2222등,h9ktaj,많은 일에 감사할 수 있게,5점,1일째,총2일
2221등,튀김곰둘기,밀린일 할수있는 에너지 주세요..,5점,1일째,총25일
2220등,먹방황제이병건,공부 안하고 시험 잘 보게 해주세요,5점,1일째,총14일
2219등,샤르망뜨,돌아 돌아 밝은 돌아,5점,1일째,총33일
2218등,쉬운아이디,건강할수있게,5점,2일째,총37일
2217등,스비스바,하하침,5점,5일째,총19일
2216등,구쭈접맨,하고싶은걸로 성공하게해주세요,5점,1일째,총1일
2215등,플라스틱뚝배기,말씀중에 죄송하지만~!,5점,49일째,총49일
2214등,위험한자식이재희,돈많이벌게해주세요,5점,3일째,총21일
2213등,침췍미앤사룽해,주말 끝나갑니다..,5점,5일째,총30일
2212등,집쨔맨,예띠(고양이)가 새벽에 조용히뛰게 해주세요,5점,1일째,총22일
2211등,제트끼,돈 많이 벌게 해주세요 ,5점,2일째,총19일
2210등,둘컹스,주말 끝,5점,6일째,총29일
2209등,뭉클3895,내년에는 여자친구도 생기고 빚도 갚게 해주세요 ,5점,1일째,총9일
2208등,우왕박,면접 합격~!~!!,5점,3일째,총39일
2207등,잔망침착걸,주말 행복하게 마뮤으리,5점,1일째,총34일
2206등,쭘쭘쭘쭘,지금 먹고있는 김치찌개가 식었는데 다시 따듯하게 해주세,5점,1일째,총14일
2205등,시켜줘너의명예경찰관,확고한 방향 믿음 그리고 나아갈 수 있는 힘,5점,20일째,총24일
2204등,사랑과평화,꾸준한 사람이 되게 해주세요..,5점,2일째,총2일
2203등,뚜벅초,취직할래잉,5점,2일째,총38일
2202등,거너구나,메시메가ㅛ,5점,1일째,총18일
2201등,침하핰,ㅎㅂ,5점,1일째,총36일
2200등,게시판,비나이다 비나이다,5점,22일째,총50일
2199등,침뚜루마뚜루,로또 1등당첨 제발,5점,1일째,총1일
2198등,MrPinK,로또 1등 당첨,5점,39일째,총44일
2197등,dozt1s, ,5점,1일째,총2일
2196등,샤빠뚜비루밥,합격 절대 합격...,5점,13일째,총26일
2195등,따가워,로,5점,1일째,총1일
2194등,이시우라,뭐 잼나는거 업나,5점,1일째,총23일
2193등,침스트라침무스,국시합격,5점,35일째,총37일
2192등,피트니스삼괴권,즐거운 한 주가 될 수 있도록,5점,1일째,총23일
2191등,오스틴,기도하는~,5점,2일째,총6일
2190등,침하와와,잘생긴 남자랑 사귀게 해주세요,5점,1일째,총18일
2189등,침덩컨,합격,5점,4일째,총49일
2188등,삐까삐까삑궷측,5급공채 합격하게 해주세요,5점,1일째,총1일
2187등,찜뻘뿡쭈,여자친구 생기게 해주세요,5점,1일째,총9일
2186등,거절의가속도,오랜만에 와서 좋은기운 얻어가겠읍니다.,5점,3일째,총14일
2185등,침착하지만안침착한침착맨,감사하다,5점,2일째,총8일
2184등,이병건삼랑해,감기 낫게 해주세요,5점,2일째,총10일
2183등,아안녕하세요,어제 소원의돌 안했던거같은데,5점,25일째,총50일
2182등,침착맨원본박물관,이직성공,5점,1일째,총32일
2181등,유리리,모든게 성공하길!,5점,5일째,총34일
2180등,침하하정회원,내일 시간 빨리가게 해주세요,5점,2일째,총14일
2179등,SOL,출chek,5점,4일째,총43일
2178등,병건이네게스트하우스,10시 50분까지 미션 완료하기,5점,1일째,총5일
2177등,말짱황,일찍자자,5점,15일째,총32일
2176등,ㅗㅜㅑ,ㅗㅜㅑ,5점,2일째,총26일
2175등,영캡박,🙏,5점,18일째,총18일
2174등,한축구,나가족애인건강,5점,1일째,총1일
2173등,콩아범,로또당첨,5점,1일째,총21일
2172등,LetsGiri,취직 그리고 건강,5점,2일째,총26일
2171등,아싸라비아콜롬비아,여자친구 생기게 해주세요,5점,1일째,총30일
2170등,곰바라기,로또 1등 되게 해주세요,5점,24일째,총42일
2169등,4용자,여자친구 생기게 해주세요,5점,1일째,총16일
2168등,52려좋아,네 연락,5점,1일째,총7일
2167등,군착맨,메시 우승하게 해주세요,5점,1일째,총5일
2166등,연키민,로또 당첨 원합니다.,5점,3일째,총24일
2165등,킹데마르공작,수능만점,5점,1일째,총25일
2164등,호박사,임용 기원,5점,19일째,총49일
2163등,이병건축학개론,짝남오빠랑 잘되게해줘잉,5점,3일째,총28일
2162등,고기동쿨가이,시험 잘치게 해주세요,5점,1일째,총1일
2161등,두리산,하는 일들 잘 되게 해주세요.,5점,7일째,총27일
2160등,침착맨아냐아냐,내가 원하는대로,5점,5일째,총20일
2159등,김clue,스위치 동물의 숲 에디션을 갖고 싶어요.,5점,1일째,총4일
2158등,덜렁대는피깼츄,윤슬아 한달동안 밥 잘먹고 토하지말고 수술 잘받자!!,5점,3일째,총23일
2157등,Monadisq,행복하자 우리,5점,1일째,총2일
2156등,고구마언덕,독감 낫게 해주세요,5점,9일째,총35일
2155등,경비이실,졸려요오,5점,4일째,총36일
2154등,제이오이와이,기도 올리기,5점,1일째,총2일
2153등,도나스왕자,a+ 줘,5점,1일째,총7일
2152등,피거렛,웃을 일이 많은 연말 보낼 수 있게 해주세요,5점,1일째,총1일
2151등,침침침침침침침침침침침침침,침착맨 서버비 화이팅,5점,1일째,총35일
2150등,감자는맛있지,행복하게 살게 해주세요,5점,1일째,총9일
2149등,휘모리,남친생기게해줘잉,5점,1일째,총21일
2148등,만터너,아 사랑하고싶다,5점,1일째,총4일
2147등,해파리냉채,내게도 사랑이 찾아오길,5점,1일째,총20일
2146등,빠밤이,담주더 무사히 잘 넘어가길!,5점,1일째,총31일
2145등,뺀드허드,헤헤,5점,1일째,총6일
2144등,왱알앵알,행복해지게해주세여,5점,2일째,총50일
2143등,섹시가이,기도안할뻔..,5점,8일째,총40일
2142등,인터넷밈고수,아무 (불행한)일도 없게 해주세요,5점,1일째,총29일
2141등,치차매,행벅,5점,1일째,총16일
2140등,도바그,내일도 무사히 보내게 해주세요,5점,2일째,총2일
2139등,교촌치킨,오늘도 침착하게 해주세요,5점,1일째,총22일
2138등,아침7시,서울에 무사히 도착하게 해주세요~,5점,1일째,총27일
2137등,SKTT1FAKER,페이커이상혁 우승기원,5점,3일째,총23일
2136등,중복된닉네임,로또1등,5점,2일째,총44일
2135등,해적선원,복권 당첨되게 해주세요,5점,1일째,총1일
2134등,방구공주님,로또 20억 당첨,5점,5일째,총26일
2133등,킹쁜이,55,5점,1일째,총19일
2132등,감귤향,아버지 로또 1등 당첨 기원,5점,1일째,총9일
2131등,100호침투부수호자,콥링엄,5점,37일째,총45일
2130등,오쵸칸쵸,안바쁘게 해주세요,5점,1일째,총19일
2129등,규르가르,룰루,5점,4일째,총41일
2128등,스누스뉴,루미 건강기원,5점,1일째,총7일
2127등,자객물만두,추워,5점,1일째,총9일
2126등,침챱챱챱맨,부자되게 해주세요,5점,4일째,총16일
2125등,잘자람,식도 열기,5점,1일째,총12일
2124등,글쟁이콩떡,모든 인류의 행복을 바라요,5점,1일째,총4일
2123등,얼기어니,기도,5점,1일째,총17일
2122등,침티스트,모두 사랑하기,5점,2일째,총7일
2121등,영쨩쨩,AD 연구 회사 취직 기원,5점,1일째,총19일
2120등,wally,사랑 행복 건강,5점,12일째,총46일
2119등,인형머리전구,귀찮앙,5점,1일째,총28일
2118등,침초코,최종 합격하게 해주세요~~!,5점,26일째,총36일
2117등,화장실슬리퍼,미라클모닝 0일차 화이팅,5점,1일째,총2일
2116등,김중용,행복하게 해주세요,5점,1일째,총33일
2115등,우무문어,여자친구 생기게 해주세요,5점,1일째,총27일
2114등,침부투,내일 검진결과 좋게 나오게 해줘요,5점,4일째,총15일
2113등,침하요,내일 시험 잘보게해주세요,5점,1일째,총20일
2112등,솜방망이,10키로 빠지게 해주세요~~,5점,1일째,총1일
2111등,sdfzivnuldz,ㅜㅡ,5점,1일째,총21일
2110등,내꿈은침수자지,내일 미팅 성공적으로 하게 해주세요~,5점,2일째,총16일
2109등,한국인학생,등급 오르게 해주세요,5점,15일째,총48일
2108등,애기댕댕이,마음이 평화롭게 해주세요,5점,2일째,총18일
2107등,챼형원,감기 낫자,5점,9일째,총42일
2106등,별내동주민,23 CPA 합격👊,5점,2일째,총44일
2105등,e0rept,일이 잘 풀리게 해주세요,5점,12일째,총28일
2104등,거니거니,행복하게 해주세요,5점,3일째,총47일
2103등,낼멸망,복권당첨,5점,4일째,총33일
2102등,Bene,기도올리기,5점,1일째,총2일
2101등,선학동꿀주먹,돈,5점,47일째,총47일
2100등,토끼빵댕이,시험대박,5점,3일째,총23일
2099등,연애하고싶어,너무 아픈 사랑은 사랑이 아니었음을.,5점,8일째,총47일
2098등,대장민수,침착맨 포카 주세요,5점,2일째,총16일
2097등,올시다,승ㄹㆍ,5점,1일째,총4일
2096등,그냥민,의욕향상,5점,1일째,총22일
2095등,동그라미정식,오늘 술이 잘 들어가게 해 주세요.,5점,1일째,총2일
2094등,무케케,방학 계획을 잘 짤 수 있을까요.,5점,2일째,총13일
2093등,다하미,건강,5점,1일째,총1일
2092등,lisshoman,부자되게 해주세요,5점,1일째,총14일
2091등,이말년침착맨이병건레츠고,다시 폭발적인삶을살길,5점,1일째,총34일
2090등,갬성세포,내일 인복 터지길,5점,2일째,총27일
2089등,갱생오리,엄마가 행복했으면 좋겠습니다.,5점,1일째,총23일
2088등,나하비,올해 마무리는 행복하게 보내게 해주세요,5점,1일째,총3일
2087등,침착하게삽시다,인생 잘 날로 먹게 해주세요 그냥 그냥 그냥 네,5점,1일째,총12일
2086등,밀가루,쩝쩝충이 쩝쩝안대게 해주세요,5점,1일째,총16일
2085등,도토리수집가,행복,5점,1일째,총45일
2084등,침착몬,병건이 좋아하는 사람들 행복해라,5점,3일째,총48일
2083등,지건이순간,올해 마무리 잘 하게 해주세요,5점,6일째,총26일
2082등,침나원,정시로 좋은대학 가게 해주세여🙏,5점,1일째,총1일
2081등,이병건달,수능대박,5점,1일째,총17일
2080등,뚱일뚱뚱일,내년에는 꼭 일이 많았으면 좋겠습니다.,5점,1일째,총6일
2079등,블랙잭,성공하게 해주세요.,5점,10일째,총42일
2078등,오예스,모두 안 아프게 해주세요,5점,2일째,총20일
2077등,침착한쭈꾸미,다이어트성공하게해주세요,5점,1일째,총34일
2076등,구우울,all 70,5점,1일째,총12일
2075등,침을잡자침을잡자침침침,내일 기분좋은 일이 생겼으면 ,5점,1일째,총2일
2074등,우르릉쾅,뿡,5점,3일째,총25일
2073등,침무원,공시박살~,5점,3일째,총21일
2072등,김나웅,로또당첨되게 해주세요,5점,2일째,총11일
2071등,옾카페단골손님,대기업소취~~~~,5점,10일째,총41일
2070등,쫄면사리추가삼천원,취뽀하게 해주세요,5점,4일째,총20일
2069등,반반통닭천사,알하이탐 뽑게해주세요,5점,1일째,총37일
2068등,JellyInspire,우리애기 푹 잘자게 해주세요,5점,1일째,총13일
2067등,침하동훈,소원들어줘잉,5점,1일째,총3일
2066등,대량구매,하는 일 잘 되게 해주세요,5점,1일째,총9일
2065등,ENFJ,침펄풍 같은 남자와 결혼하게 해줘잉♥,5점,1일째,총11일
2064등,청귤백귤,대학 붙게 해줘잉,5점,1일째,총6일
2063등,라따구리,🙏🏻,5점,4일째,총37일
2062등,파우스트,어라랍스타,5점,2일째,총4일
2061등,참이슬,전과성공,5점,1일째,총13일
2060등,자이자이자식아,행복한 연애하게 해주세여,5점,1일째,총29일
2059등,강동구물주먹,대기업 취뽀,5점,18일째,총30일
2058등,별수호자침착맨,다들 건강하고 행복한 일만 생기게 해주세요.,5점,1일째,총26일
2057등,착하게,한 주도 힘내서 살 수 있기를,5점,1일째,총2일
2056등,침체리공주,회사 최종합하게 해주세요,5점,2일째,총4일
2055등,추추추,시험 합격할래잉,5점,1일째,총1일
2054등,침착맨조아,침착맨 보고 싶어요,5점,1일째,총3일
2053등,수태아빠,일좀 줄여주세요,5점,1일째,총15일
2052등,말할까,대 학 합 격,5점,2일째,총15일
2051등,감사합니다땡큐,여친 생기게 해줘잉 ,5점,1일째,총34일
2050등,옾카페인천점,눈 감았다 뜨면 과제가 알아서 완성되어있길,5점,1일째,총2일
2049등,청설모곳간,오디션 기회 많이 생기게 해주세요,5점,38일째,총50일
2048등,SUM,SAVA는 내일부터 다시 달릴 것이다,5점,4일째,총50일
2047등,유쾌한훈장질,등단합니다,5점,14일째,총29일
2046등,유기물,나도연애할래잉,5점,1일째,총26일
2045등,예쁜마음속에피어난산호둥이,마음에 평화를 줘잉~~~ ,5점,1일째,총36일
2044등,영태킴,소원소원,5점,1일째,총26일
2043등,침붕방,2플 이상 떠주삼여,5점,1일째,총28일
