등수,게시자,내용,점수,연속,총 기도일 수
1985등,아싸삐리빠라뽀,닉뱐,5점,3일째,총12일
1984등,침착맨조와요,전기장판 키고 잘 건데 땀 조금만 났으면,5점,1일째,총6일
1983등,실명전사유승규,인생을 날로먹게 해줘잉~,5점,2일째,총27일
1982등,털보와진주그리고안경,로또1등되서 고양이 키우고싶다.,5점,12일째,총32일
1981등,쌍절곤잘합니다,치킨 뭐 시켜먹지,5점,3일째,총27일
1980등,침핰핰,내가 생각하는 거 알잖아,5점,1일째,총17일
1979등,서진아빠,우리 서진이 건강하고 맘마 잘먹게 해주세요,5점,10일째,총45일
1978등,지떨코,ㅊㅅ,5점,51일째,총51일
1977등,에일리언즈,올해 왕부자 되게 해주세요!!,5점,1일째,총7일
1976등,쀡겟츢,우리 엄마 며느리로서 힘들지 않게 해주세요,5점,2일째,총12일
1975등,누룽지콘,게으름 덜 피기,5점,3일째,총48일
1974등,아뚜뚜,다음주에 살빠지게 해주세요,5점,1일째,총4일
1973등,쫀지쫀지,올해는 돈 많이벌고 행복하게 해주세요,5점,1일째,총1일
1972등,아모레일짱,저의 마음이 그녀에게 닿기를,5점,1일째,총20일
1971등,다비치,ㅊㅎ,5점,20일째,총35일
1970등,빡침펄,오늘도 무사희,5점,2일째,총22일
1969등,우가우가,쓰담,5점,1일째,총5일
1968등,침착나라통닭공주,건강하게 해주세요,5점,2일째,총13일
1967등,소원좀들어줘잉,중구푹자기,5점,25일째,총35일
1966등,이왕골,내일도 건강한 하루를,5점,1일째,총5일
1965등,내일을남일처럼,인턴 악착같이 버텨서 본사나 좋은 현장 가게 해주세요,5점,8일째,총43일
1964등,마토야,건강기원,5점,1일째,총30일
1963등,베이킹스맨,아프지 말자,5점,1일째,총13일
1962등,저가요우원박인데요,로또 1등 당첨 제발제발제발,5점,6일째,총41일
1961등,유재석강호동이병건,취업시켜줘잉.여친사귀게해줘잉,5점,2일째,총28일
1960등,개냥이,발전하는 내가 되길,5점,2일째,총30일
1959등,아카플러시,아이리땅,5점,1일째,총45일
1958등,멍청한참치,부자,5점,2일째,총4일
1957등,카더재혁,모두의 소원이 이루어지게 해주세요,5점,4일째,총32일
1956등,침깨무라,걱정없이 오로지 행복하게 돈 많이 벌고 나를 사랑하쟈요,5점,5일째,총38일
1955등,계피분말,돈 들어오게 해줘요,5점,3일째,총33일
1954등,쟤쟤쟤,로또,5점,5일째,총12일
1953등,확그냥막그냥,행복하기,5점,1일째,총4일
1952등,DOHE,조용한...,5점,1일째,총17일
1951등,민초단단장,쾌변,5점,1일째,총9일
1950등,김짱석짱진,모두 행복하게 해주세요,5점,14일째,총38일
1949등,쿠쿠룹빕옹,남자친구 생기게 해주세요,5점,1일째,총11일
1948등,메놀그멍,2023 코스모스 졸업,5점,11일째,총45일
1947등,꺼꾸리,행복하세요,5점,2일째,총2일
1946등,멍게리조트,멋진사람이 되게 해주세요,5점,1일째,총5일
1945등,호박사,임용 기원,5점,18일째,총48일
1944등,야추마스터민수,다이어트 성공..,5점,2일째,총9일
1943등,일반인공주대표,입사기원,5점,1일째,총12일
1942등,초코우유,침하하하하하,5점,11일째,총43일
1941등,유인나,새해 복 많이들 받으세요~,5점,1일째,총6일
1940등,꿀차차,비염타파,5점,1일째,총1일
1939등,육각수삼다수,화이팅,5점,1일째,총1일
1938등,우유는고소해,5점,5점,5일째,총23일
1937등,수도승,내가 틀렸기를...,5점,2일째,총35일
1936등,귤룐귤룐,불로소득,5점,2일째,총14일
1935등,아프리카백인,컴활!,5점,3일째,총28일
1934등,게르만스피커,대학교 가게 해주세요,5점,1일째,총1일
1933등,죠리퐁,취업하게 해주세요,5점,3일째,총34일
1932등,익명의민트초무침탕면,소원 이뤄지게 해주세요!,5점,4일째,총10일
1931등,몽쉘나라의통통한고양이,학자금 나오게 해주세요,5점,1일째,총19일
1930등,유현덕,허리 안아프게 해주세요🙏,5점,1일째,총1일
1929등,허리업,오늘의 소원,5점,1일째,총10일
1928등,다하사감,불로소득 세제 500의 삶,5점,1일째,총2일
1927등,소인배인소,대인배 되는 법,5점,1일째,총4일
1926등,오징어,으아아아아,5점,24일째,총50일
1925등,이쁜둥잉,아침 6시에 잘 일어나게 해주세요,5점,2일째,총43일
1924등,침정민,빨리 일요일!!!,5점,1일째,총41일
1923등,NMIXX릴리,하게 해주세요,5점,19일째,총34일
1922등,나라는신이존재,세계평화,5점,5일째,총34일
1921등,김달과,돈 많은 백수가 되고 싶어요,5점,1일째,총11일
1920등,피코7,치킨,5점,4일째,총42일
1919등,선샤인,남친 생겨라,5점,1일째,총31일
1918등,상중하중상놈,로또 기원,5점,1일째,총1일
1917등,주화입마,합격기원,5점,1일째,총24일
1916등,침하하즉시가입,내일도 평화로운 하루 되게 해주세요,5점,1일째,총44일
1915등,luv,뉴진스 만나고싶다!!,5점,8일째,총38일
1914등,침착맨도르,올해 모든 일이 잘되게 해주세요,5점,1일째,총3일
1913등,낭만맨,돌멩이,5점,4일째,총22일
1912등,소드맨,가자,5점,1일째,총5일
1911등,악몽의융합체,ㅎㅇㅌㅎㅇㅌ,5점,51일째,총51일
1910등,윤세은,작업잘되게해주셍요,5점,6일째,총7일
1909등,KDB,음바페 주세요,5점,19일째,총39일
1908등,침착한척하는양말벗겨진주펄,행복하고 행복을 주는 게임개발자가 되게 해주세요,5점,10일째,총11일
1907등,원피스개혁안,올해엔 꼭 원하는 곳 원하는 직무로 취직하게 해주세요,5점,2일째,총34일
1906등,침착맨장재미슴,로또당첨되게 해주세요,5점,1일째,총46일
1905등,진경산수화,건강하게 행복하게 침착하게,5점,6일째,총28일
1904등,이병건더기,행복하게해주세요,5점,31일째,총50일
1903등,대마맛쿠키,지구평화,5점,1일째,총36일
1902등,토끼맨,지드래곤 초대석,5점,1일째,총19일
1901등,시작하는여행자여안녕,배가아파요...,5점,1일째,총20일
1900등,후루룩쭈압쭈압,아 뉴진스 보고싶다.,5점,1일째,총8일
1899등,거짓말하지마,재수성공,5점,8일째,총48일
1898등,오이이잉,졸업하자,5점,4일째,총4일
1897등,영이30살,로또 당첨되게 해주세요ㅠ,5점,1일째,총8일
1896등,이중호,노력한만큼.,5점,1일째,총21일
1895등,김기맨,로또 2등 당첨되게 해주세요,5점,1일째,총1일
1894등,할일을하자,일 빨리 끝나게 해주세요,5점,4일째,총20일
1893등,송무용,제 뜻을 찾게 해주세요.,5점,3일째,총13일
1892등,피을스틱,뉴진스의 하입보이여,5점,1일째,총12일
1891등,freleefty,세계평화,5점,1일째,총3일
1890등,돌고래유쾌단,로또당첨시켜줘잉,5점,1일째,총26일
1889등,아토미525,하는 일 잘 되게 해주세요,5점,1일째,총32일
1888등,전설의포켓몬,다른 사람들 소원이 이뤄지게 해주세요,5점,2일째,총17일
1887등,ㅁㅅㅁㅅ,매일매일 글쓰자,5점,2일째,총22일
1886등,종이장,말년의 첫사랑 아이폰 13 프로 케이스 재입고 소망,5점,2일째,총40일
1885등,침착한애스크,여자친구 사귀게 해주세요,5점,12일째,총24일
1884등,투실버윈,매일 그림,5점,1일째,총38일
1883등,침나리자,자격증 따기,5점,1일째,총1일
1882등,옾카페시즌2,좋은 회사 취업,5점,1일째,총15일
1881등,땅콩쨈,건강,5점,2일째,총2일
1880등,겨울잠,새로운 인연,5점,1일째,총32일
1879등,김ㄴㄴ,이제부터 다이어트,5점,1일째,총32일
1878등,삐갯피켓빅맥스,할아버지의 최소한의 관심,5점,10일째,총46일
1877등,통수킹,화이팅,5점,3일째,총8일
1876등,별명은무슨별명을,오늘 하루도 무사히,5점,1일째,총4일
1875등,대답은예스,부자되고싶어용,5점,2일째,총10일
1874등,유사과학박사,가드올리기?,5점,51일째,총51일
1873등,쏘튜브수호자,로또 1등 걸리게 해줘잉,5점,1일째,총2일
1872등,MrPinK,로또 1등 당첨,5점,38일째,총43일
1871등,정민김,열정,5점,1일째,총1일
1870등,쭈풍낙엽,임용 최종 합격하게 해줘잉,5점,1일째,총16일
1869등,T없E맑은투명D래곤,돈 많아지게 해주세요 ,5점,2일째,총20일
1868등,일이삼사오,건강,5점,3일째,총10일
1867등,주파수,심정이 복잡합니다...,5점,13일째,총45일
1866등,drakefrog,제발 복권1등,5점,1일째,총11일
1865등,고양이의슈뢰딩거,학점잘받기,5점,6일째,총33일
1864등,오큘러스,기도,5점,1일째,총3일
1863등,부릉부릉붕붕부븡,공무원 합격하게 해주세요.,5점,4일째,총11일
1862등,GunAnt,올해도 전시 많이 할 수 있게 해주세요,5점,1일째,총33일
1861등,복학복학생,네이버 웹툰 합격,5점,2일째,총27일
1860등,Dvwn,기도.,5점,8일째,총24일
1859등,사막의인간식인범라이타주인,과거로 돌아가게 해주세요 ,5점,1일째,총1일
1858등,hideNseek,🙏🙏🙏,5점,1일째,총31일
1857등,침착맨수호자,제발 성공하게 해주세요,5점,1일째,총18일
1856등,찢어진슈톨렌,오출완,5점,1일째,총5일
1855등,ケロロ,주식AI 성공 기원,5점,27일째,총46일
1854등,침펄조아,남은 이번주도 행복하게,5점,8일째,총36일
1853등,진희남자친구,건축기사 합격기원 여자친구 국가공무원 합격기원,5점,2일째,총5일
1852등,침덩이덕쿵덕,합격기원☆,5점,51일째,총51일
1851등,조이e,로또 일등,5점,1일째,총12일
1850등,바빠도다시한번,다들 사랑합니다~,5점,6일째,총8일
1849등,대인국첩자소인배,연애 성공 기원,5점,1일째,총11일
1848등,알머리박치기,무탈한 하루,5점,1일째,총17일
1847등,Seorae,좋았다. 하루 더 가즈아,5점,17일째,총40일
1846등,Buddhaman,좋은 회사에 취직하게 해주세요,5점,1일째,총11일
1845등,얶깨이,대 박 기 원,5점,19일째,총35일
1844등,심심하당,성실히,5점,6일째,총26일
1843등,고오스,큰 행복,5점,1일째,총31일
1842등,창업유투버,취뽀 (정신 차리자),5점,1일째,총15일
1841등,침하하많관부,우리 씩씩이 건강하게 잘 크게 해주세요,5점,42일째,총50일
1840등,Unsome,무병장수,5점,1일째,총2일
1839등,안침착걸,침착맨이랑 밥먹기,5점,1일째,총42일
1838등,침냐포저,실력 많이 쌓이게 해주세요,5점,1일째,총12일
1837등,침착한철용좌,오늘도 고생했어,5점,1일째,총27일
1836등,잰말놀이편이젤어려워,최종합격하게해주세요옹,5점,4일째,총5일
1835등,겨울모기,할무니할아부지건강하세요,5점,21일째,총43일
1834등,치무챠쿠걸,재수 성공,5점,10일째,총44일
1833등,LSBDangMoo,순당무우승기원,5점,3일째,총11일
1832등,Error0918,해주세요,5점,1일째,총1일
1831등,내가좋아하는건주호민,대학 합격하게 해주세요.,5점,2일째,총5일
1830등,난항구를떠도는철새요,로또 1등 되게 해주세요,5점,4일째,총35일
1829등,이병건희오,올한해는 부디 행복 하고 좋은 일 많도록 해주세요,5점,3일째,총5일
1828등,침착맨대학원,하는 일이 잘 풀렸음 좋겠습니다,5점,1일째,총18일
1827등,왕밤빵맨,로또 당첨되게 해주세요,5점,1일째,총4일
1826등,양갱갱,남자친구 생기게 해주세요,5점,4일째,총7일
1825등,명륜동시정잡배,베트남 조심히 잘 다녀와요,5점,23일째,총37일
1824등,어푸푸하하,여자친구 생기게 해주세요,5점,2일째,총36일
1823등,신사90,실패,5점,5일째,총38일
1822등,700만대추인,안전운전!,5점,9일째,총45일
1821등,강쥐군단,아픈거 빨리 회복하게 해줘잉,5점,1일째,총6일
1820등,삐깨삐겟피캐쭈,좋은 평가와 능력,5점,1일째,총7일
1819등,dlwlrma,삶,5점,1일째,총44일
1818등,ChadorJambong,연애성공,5점,1일째,총47일
1817등,탄탄이아빠,뱃속 아가 탄탄 기원!,5점,2일째,총14일
1816등,서초동,가화만사성,5점,1일째,총1일
1815등,ㅇ0ㅇ,동기들과 함께 무사히 전역하게 해주세요.,5점,9일째,총45일
1814등,히누히트,메모하기,5점,17일째,총41일
1813등,qkrdudwl,만수무강,5점,1일째,총1일
1812등,고구마라떼,츼미,5점,1일째,총35일
1811등,사바나펭귄,무탈히 전역하게 해주세요,5점,8일째,총30일
1810등,DIZZY,게임 하고싶어용 ,5점,5일째,총44일
1809등,병앤건,회복,5점,1일째,총14일
1808등,아메리카노일잔할까,아들 키크게 해주세요,5점,5일째,총46일
1807등,프로타스파,복권 1등 당첨되게 해주세요,5점,1일째,총13일
1806등,고라니라니자라니,독일 음대 유학 성공 기원!,5점,19일째,총19일
1805등,다람쥐의꼬리,여자친구 잘 되게 해주세요,5점,1일째,총9일
1804등,제주집사,와요일 득템,5점,4일째,총38일
1803등,썬더캣,연애하고싶어,5점,3일째,총24일
1802등,침하하호호허허,사회복지사1급 합격 기원,5점,1일째,총4일
1801등,인터넷밈고수,용돈 받게 해주세요,5점,1일째,총29일
1800등,이불내놔,돈들어오게해주세용,5점,1일째,총4일
1799등,꺽다리는꺽꺽울지,행복할래,5점,1일째,총1일
1798등,굉장히쿨하고시크함,바라는대로 이루어지기를,5점,1일째,총9일
1797등,홍초에디드,흐엥,5점,1일째,총1일
1796등,오히려죻아,오늘도 아자아자,5점,1일째,총27일
1795등,쭈구밭,2023 취뽀 기원,5점,1일째,총4일
1794등,방탕후루,취뽀,5점,19일째,총23일
1793등,DIVE,아이브 화이팅!!,5점,4일째,총38일
1792등,푸른혜성얼음,아빠 ,5점,1일째,총9일
1791등,착취자이병건,장사 잘되게 해주세요!!!,5점,1일째,총23일
1790등,청산에죽으리라따,비트 40k 가즈아,5점,1일째,총1일
1789등,강퇴반사,원펀데이 기원합니다,5점,5일째,총14일
1788등,JISEOP,부자,5점,1일째,총34일
1787등,우단박,오늘도 바쁜하루 행복해요~,5점,2일째,총7일
1786등,울산사는김지원씨,크랭크 유튜브 잘되게 해주세요,5점,4일째,총11일
1785등,하나야마카오루,대박 기원,5점,2일째,총3일
1784등,경비이실,,5점,4일째,총36일
1783등,김공어찌하여목만오셨소,내일 긴장 안하게 해주세요,5점,1일째,총5일
1782등,과천수호자,다이어트 취뽀,5점,12일째,총28일
1781등,덜침착,화이팅,5점,6일째,총41일
1780등,촉나라의유산,잠 잘자게 해주세요,5점,1일째,총47일
1779등,베토디,만사형통,5점,33일째,총40일
1778등,침착맨의마스터피스침하하,남친생기게해주셈~~~,5점,1일째,총30일
1777등,별내동주민,23 CPA 합격👊,5점,1일째,총43일
1776등,채식주의,애인 만들어줘잉,5점,2일째,총32일
1775등,카이퍼,노력없이 돈 벌게 해주세요.,5점,3일째,총34일
1774등,침착맨숭맨숭,침하하1000포인트,5점,1일째,총16일
1773등,육수0,행복,5점,1일째,총33일
1772등,부에노메스키타,공부성공,5점,4일째,총11일
1771등,이왜진omg침착맨,로또 1등,5점,2일째,총3일
1770등,갱이갱이양갱이,"세계평화, 어린이들의 행복",5점,13일째,총26일
1769등,경솔맨,so1,5점,1일째,총18일
1768등,230327전역,전역하게 해주세요,5점,1일째,총11일
1767등,규장각,할머니랑 삼촌이 오래오래 사셨으면 좋겠다,5점,1일째,총10일
1766등,cpask맨,세리 변시 통과🙏,5점,1일째,총5일
1765등,자치구인사과인재양성팀,세계 평화를 빕니다.,5점,1일째,총48일
1764등,칼든벨트,행복,5점,1일째,총8일
1763등,췸쵁뫤,연봉 높은 직장으로 이직기원,5점,1일째,총3일
1762등,대장이병건,행복하게해주세여,5점,1일째,총3일
1761등,나작침협회장,개많이먹어도살안찌게해주세요🤍,5점,5일째,총9일
1760등,맙소사,"이번 주 연금복권, 로또 6/45 동시 1등 당첨 예정",5점,2일째,총14일
1759등,귓속말,속닥속닥,5점,5일째,총45일
1758등,BBOI,현숙언니 병마와 싸워 이겨내자 빠샤,5점,3일째,총6일
1757등,말코로이수,행복하쟈,5점,20일째,총21일
1756등,항문낭짜조,잘살게해주쇼,5점,4일째,총30일
1755등,내가이세계의요리사라니,취뽀,5점,2일째,총4일
1754등,전자공학민수,전역,5점,33일째,총42일
1753등,츠요쿠나레루,저에게 힘을 주세요,5점,2일째,총4일
1752등,x48dep,1월20일까지 집나가게해주세요.,5점,3일째,총6일
1751등,사이버펑크아이돌이병건,바라는대로,5점,1일째,총4일
1750등,전웅수,전웅 만나게 해주세요,5점,1일째,총22일
1749등,후교교,정신차려라,5점,9일째,총32일
1748등,후치몽,로또 1등,5점,4일째,총40일
1747등,둘컹스,후회없이,5점,6일째,총29일
1746등,영걸전,취직,5점,1일째,총5일
1745등,안녕v,반성 할 일이 없는 내일이기를..,5점,3일째,총23일
1744등,엽팔배,취업성공,5점,10일째,총15일
1743등,일확천금,일확천금,5점,8일째,총35일
1742등,산지직송,제발 이직하게 해주세요..,5점,2일째,총10일
1741등,용기사,로또 ㄱ,5점,1일째,총12일
1740등,익은밤,다치지 않고 일하게 해주세요,5점,1일째,총1일
1739등,궤도사령부말단,세계 평화,5점,1일째,총22일
1738등,침착맨주펄김풍철면수심단군,떡상,5점,2일째,총17일
1737등,NMIXX,엔믹스 1위기원,5점,1일째,총33일
1736등,호펠리오스,"어김없이 다가오는 주말, 행복해 미쳐버림",5점,27일째,총43일
1735등,침꾸밍,돈 많이 벌게 해주세요,5점,1일째,총3일
1734등,물강아지,취업되게해주세요,5점,1일째,총6일
1733등,SagaMakers,침착맨 직접 만나게 해주세요. ,5점,5일째,총36일
1732등,뭐야이게,하루에 라면 두 개 먹기,5점,1일째,총21일
1731등,사위사랑럴커탕면,제발 손이 개빨라지게해주세요,5점,2일째,총43일
1730등,Krbaaa,로또1둥 당첨 기원,5점,9일째,총37일
1729등,오시리스의천공룡,ㅈㄲㅁ,5점,6일째,총40일
1728등,57575757,아빠 잘 회복할 수 있게 해주세요,5점,2일째,총18일
1727등,호방호빵,부자되게 해주세요,5점,1일째,총11일
1726등,대커율,대학붙게해주세요,5점,1일째,총16일
1725등,갓산돌김치,소개팅 잘 되게 해주세요,5점,1일째,총1일
1724등,대가리가순간빠드득깨진사람,하루 더 살고 싶습니다,5점,1일째,총6일
1723등,민지짱,일안하고 먹고 살 수 있게 해주세요,5점,4일째,총28일
1722등,미까따,쉬고싶어잉,5점,2일째,총48일
1721등,ctree,가족들이 건강하길 빌어요,5점,3일째,총18일
1720등,침숭이엉덩이,"행복,건강,탈모방지",5점,1일째,총4일
1719등,MARVEL,안아프기,5점,1일째,총8일
1718등,paka9999,집에보내주세요,5점,3일째,총13일
1717등,용네임,"행복과 건강 발전, 이직",5점,17일째,총28일
1716등,침하바람,돌돌돌돌돌,5점,1일째,총29일
1715등,헬로포터,비나이다 비나이다,5점,5일째,총46일
1714등,옾월량,여기 계신분들 소원 다 이루어 지길!,5점,1일째,총42일
1713등,중요한건꺽다리마음,소원,5점,1일째,총2일
1712등,미행성230,올해는 여친,5점,1일째,총2일
1711등,내가할래,심신 안정이요,5점,1일째,총18일
1710등,김쬬쬬쬬,뿌,5점,4일째,총20일
1709등,과장님,로또 1등 5장 당첨되게 해주세요,5점,2일째,총17일
1708등,마추픽추내꼬추왕꼬추,졸업 전에 좋은 회사 들어가게 해주세요...,5점,1일째,총22일
1707등,그대안의프리에토,내일도 오기,5점,3일째,총40일
1706등,어쩌라구우,2일차,5점,3일째,총15일
1705등,양말벗거진쭈호민,나의 소원은 하나 불로소득!,5점,1일째,총18일
1704등,천수관음괴력몬,로또 1등 기원 31일차,5점,37일째,총38일
1703등,이병건강냉이사이에낀김가루,믿음 소망 사랑,5점,4일째,총49일
1702등,남을패려하는마음,햄보카자,5점,1일째,총8일
1701등,손찬이형,침하하하하하하하하,5점,5일째,총7일
1700등,다현히어로즈,집에 가고싶다..,5점,2일째,총20일
1699등,침과밤낮,암기 잘 되게 해주세요ㅠ,5점,17일째,총28일
1698등,급식지도,개애근,5점,1일째,총2일
1697등,낭만주의,감사하자,5점,1일째,총35일
1696등,뭐햄시니,시니어 개발자가 되고싶어요,5점,3일째,총28일
1695등,침착집착맨,더 강하지게 해주세요~,5점,1일째,총9일
1694등,침췍미앤사룽해,칼퇴하게 해주세요,5점,4일째,총29일
1693등,회갱1,빨리 몸 낫게해주세요,5점,2일째,총30일
1692등,논산해물칼국수,ㅋ,5점,2일째,총7일
1691등,나는두콩,모두 건강하길!,5점,5일째,총43일
1690등,삑궯츢,취업을 합시다,5점,1일째,총5일
