등수,게시자,내용,점수,연속,총 기도일 수
7193등,jiwoon,다 잘 되게 해주세요,0점,1일째,총2일
7192등,침착한호미니,침하하넷 월클되게 해주세요,0점,2일째,총4일
7191등,침아누리브스,내일부터 공부하게 해주세요,0점,2일째,총2일
7190등,아이스티주세요,ㅎㅇ,0점,1일째,총2일
7189등,절취선은침착하게,일이없어지게해주세요,0점,1일째,총3일
7188등,박지구,원하는 대학 가잣!,0점,1일째,총1일
7187등,김하나,16강 진출 대한민국,0점,1일째,총5일
7186등,김도김도김,장염 낫게해주세요,0점,1일째,총3일
7185등,방귀뿡,똥 잘싸게 해주세요,0점,1일째,총1일
7184등,주호민머리설주,이사 갈 집 잘 구하게 해주세요,0점,1일째,총3일
7183등,안산시민89,부자될래여,0점,2일째,총2일
7182등,침핳하핳,로또되게해주세오,0점,1일째,총7일
7181등,센가노,잘하자,0점,1일째,총1일
7180등,삐리빠리뽕,내일열공하게해주세요,0점,4일째,총23일
7179등,병꺼니,방장 그만 잘생겨 주세요,0점,1일째,총27일
7178등,김서월,애.인,0점,1일째,총9일
7177등,통닭천사팬,살빠지게 해주세요 근데 오늘 짬뽕 먹었어요,0점,3일째,총3일
7176등,파하하,매일 파하하 웃길,0점,1일째,총1일
7175등,HZMM,계약잘되기,0점,1일째,총2일
7174등,chris,내일은 시간을 소중하게 쓰길,0점,1일째,총3일
7173등,고독한양념게장,안녕하세요 다들,0점,1일째,총7일
7172등,저기봐라,잘 하자,0점,1일째,총4일
7171등,침냥이까와이,,0점,1일째,총1일
7170등,구너준형,제발 잘되게 해주세요,0점,1일째,총1일
7169등,냉장고,싸피합격,0점,1일째,총7일
7168등,이상해씨익,내년에 kt wiz 우승하게 해주세요,0점,1일째,총1일
7167등,kkzku3,이 바보야 진짜 아니야,0점,1일째,총2일
7166등,삼라병건,기말잘보게 해주세요,0점,3일째,총3일
7165등,펄이다섯개,억대연봉 가즈아,0점,1일째,총1일
7164등,으따따,기말 제바류,0점,1일째,총1일
7163등,에옭옭,무사히 넘어가게 해주세요,0점,1일째,총1일
7162등,김해사는침착맨,내일은 코가 뻥하고 뚫리길..,0점,1일째,총1일
7161등,똥궁디,내년 이직 성공하게 해주세요,0점,1일째,총1일
7160등,3천디스크,허리가 낫길,0점,2일째,총2일
7159등,안녕하3,내일 행복하게 해주세요,0점,1일째,총10일
7158등,스뚱지밥과폰이,고등학교 생활 잘 할수있도록 해주세요,0점,2일째,총2일
7157등,화이트기업,학점 지리게 받기,0점,1일째,총1일
7156등,쭈펄팀,내일도 무사히,0점,1일째,총1일
7155등,피어낫,오늘도 화이팅입니다,0점,1일째,총1일
7154등,쿄야지독한사랑을,수능대박,0점,6일째,총16일
7153등,간선무늬,해주세요,0점,1일째,총1일
7152등,착한리자몽,화해,0점,1일째,총1일
7151등,셜록홈즈,2022년 잘 마무리 되도록 해주세요,0점,1일째,총1일
7150등,마토야,유니버셜 가고 싶어요,0점,3일째,총32일
7149등,강아지풀,집중력 향상,0점,1일째,총1일
7148등,침대머리,연말 회식 안 하게 해 주세요,0점,2일째,총2일
7147등,호두퐁두,우리가족 건강하게 해주세요,0점,1일째,총1일
7146등,연구좋아,졸업하게 해주세요,0점,1일째,총29일
7145등,그래놀라침착맨,하 쉬 연봉협상가즈아,0점,1일째,총2일
7144등,방구석먼지톨,열심히 살게해주세요,0점,1일째,총1일
7143등,리치수빈,ㄹㄸ1ㄷ,0점,1일째,총1일
7142등,침대남,공뭔합격,0점,1일째,총1일
7141등,김태현,합격하게 해주세요!!,0점,1일째,총1일
7140등,침착맨의피카츄돈까스,즉시소원,0점,1일째,총6일
7139등,침며들어,결혼,0점,1일째,총1일
7138등,도다리,나린이 보고싶어,0점,1일째,총1일
7137등,아우솔,감기 낫게 해주세용,0점,1일째,총1일
7136등,이벙건더기,소원들어주는 돌아 항상 건강해라,0점,1일째,총17일
7135등,mw3sjf,여자친구 생기게 해주세요,0점,1일째,총1일
7134등,밥퍼바뻐,소원이뤄지게해주세요,0점,1일째,총1일
7133등,알리바바와5등분의신부,침하하 화이팅,0점,1일째,총5일
7132등,옾까페시즌2기원1일차,침착맨 만나게 해줘잉2,0점,1일째,총3일
7131등,하태준,합격,0점,1일째,총4일
7130등,메이드,돈가지게해주세요,0점,1일째,총1일
7129등,찍먹맨,1년안에 해방하게 해주세요,0점,2일째,총2일
7128등,석전에쓰일일개돌하나,제가 누군가에게 상처가 되게 해주세요,0점,1일째,총2일
7127등,침하침하침하,부자,0점,1일째,총1일
7126등,시계탑,세구빛 주세요,0점,1일째,총1일
7125등,츢겟삐,연애하게 해주세여,0점,1일째,총1일
7124등,침하하초면,뇌가 돌아가게 해주세요,0점,1일째,총1일
7123등,악수는곤란,로또 1등 당첨 바랍니다.,0점,1일째,총1일
7122등,그럴수있지,아맞다출첵,0점,1일째,총10일
7121등,잘될과학,합격하게해주세요,0점,4일째,총43일
7120등,dudtn,로또 1등좀 ㅠㅠ,0점,1일째,총1일
7119등,쭈삼불고기,목돈들어오게 해주세요,0점,1일째,총27일
7118등,나검마,퇴근시켜주세요,0점,1일째,총2일
7117등,대체로맑음,,0점,1일째,총35일
7116등,피코와아롱이,부자되기,0점,2일째,총2일
7115등,알파드,종강하게 해주세요,0점,1일째,총1일
7114등,린하하,냠냠,0점,1일째,총3일
7113등,권정훈,화이팅!,0점,1일째,총1일
7112등,권똘칠,0고백1차임말고 1고백1차임 시켜주세요 잘못왔어요,0점,1일째,총13일
7111등,러블리침,내일은 완판햇으면요,0점,1일째,총1일
7110등,짝퉁침,로또당첨,0점,1일째,총1일
7109등,숙면하는궤도,건강하자아아아,0점,1일째,총1일
7108등,김동희1,소원의돌만 이상하게 로딩걸려요 고쳐주세요 1일차,0점,1일째,총1일
7107등,캔스탑더침링,전역시켜주세요,0점,1일째,총2일
7106등,침착공학,위스키가 너무 맛있어요 위스키 최고얏!!!,0점,2일째,총2일
7105등,블랙펄,세계 정복하게 해주세요,0점,1일째,총4일
7104등,김젤미,이번주로또되게해주세여,0점,1일째,총1일
7103등,피껚츄,여자친구!,0점,1일째,총8일
7102등,흑마늘,침착맨 용안 보기 ,0점,1일째,총1일
7101등,침춸교수,올해 안에 연애소취^~^,0점,1일째,총1일
7100등,주우재내꺼야,취업하게해주세요 침멘,0점,1일째,총2일
7099등,아배고파,니가 모든것의 신이야?,0점,1일째,총18일
7098등,우원강,내게 시험공부할 수 있는 힘을 주세요,0점,1일째,총1일
7097등,눈이침침하네,돈많이 벌게 해주세요,0점,1일째,총1일
7096등,청설모곳간,앞으로 보는 오디션 다 합격하게 해주세요,0점,38일째,총50일
7095등,88호침수호자,돈많이 벌게해주세요,0점,1일째,총1일
7094등,정신채려,까먹지 말자...,0점,1일째,총5일
7093등,째애나,,0점,1일째,총1일
7092등,YBcccc,건강하게 해주세요!!,0점,2일째,총2일
7091등,딜레마,전역이 하고싶어요..,0점,1일째,총1일
7090등,pitlane,F1 많은 사람들이 보게해주세요,0점,2일째,총14일
7089등,메리프,심신의 건강을 기원합니다,0점,1일째,총22일
7088등,하나둘핫둘,우리가족건강&행복,0점,1일째,총2일
7087등,힘숨찐,니가 뭔데 이뤄준다 그래,0점,1일째,총1일
7086등,깨비참,앞으로의 역경에도 이길 수 있는 경기를 펼치길,0점,1일째,총1일
7085등,가을의전설,16강기원,0점,1일째,총2일
7084등,개굴종수,안 다치게 해주세요,0점,1일째,총4일
7083등,Moons,안녕하세요!! 취업 할 수 있게 해줄세요!,0점,1일째,총1일
7082등,9sxibh,피곤아 저리가..,0점,2일째,총3일
7081등,형이패내가패,머야머야,0점,1일째,총2일
7080등,영원짱,행복하게 해주세요,0점,4일째,총4일
7079등,봉이봉이,시험 점수 잘 나오게 해주세요!,0점,1일째,총13일
7078등,불곰둥이,다잘되길,0점,1일째,총1일
7077등,kir,취업,0점,1일째,총1일
7076등,십장생1,개구리가 되게 해주세요,0점,1일째,총1일
7075등,쿠밍가생신가,기말승리 !,0점,1일째,총1일
7074등,사미누나,행복하자,0점,1일째,총1일
7073등,야트다이스,연구실 행정일 줄어들게 해주세요,0점,1일째,총1일
7072등,도레미,목표 완료,0점,1일째,총5일
7071등,PaulKrugman,합격하게해주세요!,0점,1일째,총1일
7070등,cuteseal,행복하자~ 우리 행복하자아~,0점,1일째,총1일
7069등,소인국출신하남자,기말고사 잘볼수 있기를,0점,1일째,총1일
7068등,제주막걸리,숙면,0점,2일째,총3일
7067등,rabies,행복해져라,0점,1일째,총1일
7066등,소인배하인간,모든지잘되게해주십셔.,0점,1일째,총2일
7065등,애착맨,침투부 200만 속히 기원,0점,1일째,총8일
7064등,피스타치오,집필중인 소설 대박나게 해주세요!,0점,5일째,총5일
7063등,밍루자,즐겁게 살게 해주세요,0점,1일째,총1일
7062등,반만의준비,시험잘보게해주세여,0점,1일째,총1일
7061등,침며듬,날씨가 좀 만 덜 추웠으면..,0점,1일째,총1일
7060등,송파구일짱,내일 운동 안 남게 해주세요 제발 ㅠㅠㅜ,0점,1일째,총37일
7059등,GODOD,기도,0점,1일째,총1일
7058등,탱글탱글프리즈너,꾸준한수익,0점,1일째,총1일
7057등,쁘띠병건,울가족들 평생 건강하게해주세요,0점,1일째,총2일
7056등,킹받개사랑해,일찍일어나서공부집중하기,0점,18일째,총37일
7055등,날씨요뎡,일요일 비 안오게 해주세요,0점,3일째,총3일
7054등,내엉덩이가최고야,인서울하게해주십시오ㅗ~,0점,1일째,총2일
7053등,이케부쿠로불주먹,유학 성공하게 해주세요,0점,1일째,총1일
7052등,간장국수매니아,논문 잘 풀리게 해주세요,0점,1일째,총1일
7051등,치킨무치즈돈까스,🤢,0점,1일째,총1일
7050등,용두산레코드,여자친구 생기게 해주세여,0점,1일째,총1일
7049등,차돌짬뽀옹,세계평화,0점,1일째,총17일
7048등,어글리덕,행복하게 해주세요,0점,3일째,총8일
7047등,응애나애기냥이,하이,0점,1일째,총1일
7046등,구영희,정규직 되게 해주세요,0점,1일째,총1일
7045등,cero,다이어트 성공하게 해주세요,0점,1일째,총7일
7044등,당당이,시험 합격하게 해주세요!,0점,1일째,총1일
7043등,The1975,행복,0점,2일째,총4일
7042등,마꾸잉,야호,0점,1일째,총2일
7041등,띨기라떼,시험 합격하게 해주세요,0점,2일째,총2일
7040등,쿠키몬스터,이직 성공하게 해주세요,0점,1일째,총1일
7039등,돌숭이귀여워,기도라니 초 딥하네여 웃겨 ㅋㅋㅋ 병거니 만나고싶어용,0점,1일째,총1일
7038등,밑깣따,로또1등당첨,0점,1일째,총2일
7037등,또이용,30대부터 죽기 전까지 그림으로 돈 왕창 벌게 해주세요,0점,1일째,총1일
7036등,째깐둥이1,늦은 출석!,0점,3일째,총34일
7035등,이소영님,로또 1등 되게 해주세요.,0점,1일째,총6일
7034등,중경삼림,"연금복권 1,2등 당첨되게 해주세요",0점,1일째,총8일
7033등,믹까따,2023 시험 합격,0점,1일째,총1일
7032등,톰유비톰관우톰장비,침하,0점,1일째,총3일
7031등,씨드라군,대한민국 16강 가게 해주세여,0점,1일째,총3일
7030등,최말년,취업 성공하게 해주세요,0점,1일째,총2일
7029등,넌해골못이겨,취업 성공하게 해주세요,0점,1일째,총2일
7028등,만두만두,적게일하고많이벌게 해주세요,0점,1일째,총2일
7027등,송집사,내일은 공부좀 해라,0점,2일째,총2일
7026등,기기기어르,침하하하,0점,1일째,총19일
7025등,안다미로,무난한 삶을 기도함,0점,1일째,총1일
7024등,밍숭맹슝,다이어트 성공,0점,1일째,총1일
7023등,8ㅅ8,별 일 없이 졸업,0점,3일째,총3일
7022등,몽까몰끼,프로젝트가 대성공 하게 해주세요,0점,41일째,총50일
7021등,매콤망치,내년 시험 합격🙏,0점,3일째,총3일
7020등,침침히하햐하,취업하게해주세요,0점,1일째,총1일
7019등,이병간,합격하게 해주세요,0점,1일째,총1일
7018등,말이안돼는거잔슴,시험 잘 보게 해주세요,0점,1일째,총2일
7017등,방구뽕,,0점,1일째,총1일
7016등,김덕베,ㅋㅋㅋㅋㅋㅋㅋㅋ,0점,1일째,총1일
7015등,ktg,나는 멋쟁이,0점,1일째,총3일
7014등,알라딘,놀고싶어요,0점,1일째,총4일
7013등,정원장어,칼퇴,0점,2일째,총4일
7012등,DezawaNico,pitnt('시험잘보기');,0점,1일째,총9일
7011등,안하는사람,학교 잘 적응할 수 있기를 ..,0점,1일째,총2일
7010등,도수리,개근? 개근?,0점,1일째,총10일
7009등,리만춘,만사형통,0점,1일째,총2일
7008등,닉네임은3자이상13자이하,디데이 맞추게 해주세요,0점,1일째,총8일
7007등,침차캐,뿅,0점,1일째,총21일
7006등,묵묵부답,내일 공강!,0점,1일째,총1일
7005등,삐걱삐걱,결혼하게해주세요,0점,28일째,총43일
7004등,Saturday,로또 당첨되고 지금 좋아하는 사람이랑 사귀게 해주세요!,0점,1일째,총24일
7003등,바부르스,행복하게 해주세요,0점,1일째,총1일
7002등,띵콩땅콩맨,내년도 즐겁게 보낼수있길,0점,1일째,총1일
7001등,Alpaca,앞으로 좋은 일만 생기게 해주세요,0점,1일째,총7일
7000등,khjo,d,0점,1일째,총15일
6999등,아델리펭귄,솔크 아니게 해주세요,0점,1일째,총2일
6998등,호이야,행복하게 해주세요,0점,1일째,총2일
6997등,희염산,앱코 떡상,0점,2일째,총2일
6996등,황선생,승진 결코 승진,0점,1일째,총1일
6995등,55도발러,다들 행복한 하루 마무리되세요,0점,1일째,총1일
6994등,러블리즈잇힝,기도,0점,1일째,총1일
6993등,이왕걸의자연산만두콘,비가 많이와서 물부족으로 고통받는 사람들이 줄어들길,0점,1일째,총1일
6992등,LLHH,좋은일은 나한테만 일어나게 해주세요,0점,1일째,총2일
6991등,영도니,12월은 후회없이보낼수잇게해주세요,0점,1일째,총8일
6990등,품바하쿠나마타타,이직한 회사에서 잘 일할수있게 도와주세요,0점,1일째,총1일
6989등,대인국거주민,다 잘 되게 해주세요,0점,1일째,총9일
6988등,무한리플석전,호호,0점,1일째,총1일
6987등,똥만좌악좌악싸지르고,,0점,1일째,총1일
6986등,설렁설렁탕,시험 무사 통과,0점,1일째,총2일
6985등,gdc64q,뭐라도 되게 해주세요,0점,2일째,총2일
6984등,뿔버섯,행복하게 해주세요,0점,1일째,총2일
6983등,하르마탄,침하하,0점,1일째,총1일
6982등,송혜교,취업뽀개기,0점,44일째,총47일
6981등,칩착맨구독좋아요,일요일 약속 갈 수 있게 해주세요,0점,1일째,총1일
6980등,돌잡이석전꿈나무쭈호민,석전 ㄱㅈㅇ!,0점,1일째,총3일
6979등,풍풍풍,로또1등,0점,1일째,총11일
6978등,나도하기싫어,침하하,0점,7일째,총50일
6977등,같이불러풍풍아,인연이 더 이어지기를,0점,1일째,총1일
6976등,냐옹아옹,살빠지게 해주세요,0점,1일째,총1일
6975등,침하하호호후후히히,서울대 붙게 해주세요,0점,1일째,총1일
6974등,보약밀매꾼,하루하루 열심히 살게 해주세요,0점,1일째,총1일
6973등,차라찬,시험 합격하게 해주세여,0점,1일째,총1일
6972등,건강제일,건강제일,0점,1일째,총1일
6971등,이카르토,모두모두 건강해지게 해주세요,0점,1일째,총1일
6970등,나서스,1스택,0점,2일째,총2일
6969등,응멘입니다,연애성공,0점,1일째,총2일
6968등,병거늬우싀,오늘 하루 잘 살았다,0점,1일째,총1일
6967등,스껄껄,내년 건강하고 행복하게 해주세요,0점,2일째,총2일
6966등,누진세,침착맨짱,0점,1일째,총1일
6965등,맛있는치약,면접 합격하게해주세요,0점,1일째,총1일
6964등,아리집사,여친 생기게 해주세요,0점,1일째,총3일
6963등,FinalHobbit,포르투칼 이기게 해주세요 1일차,0점,1일째,총7일
6962등,NMIXX릴리,하게 해주세요,0점,20일째,총35일
6961등,침유유,6시간 자도 안 피곤하게 해주세요,0점,2일째,총40일
6960등,왈컹멍낑,내일은 칼퇴,0점,1일째,총13일
6959등,오옵옾,국시 합격하게 해주세요,0점,1일째,총2일
6958등,국밥할멈,기말고사 잘 보게 해주세요,0점,1일째,총2일
6957등,챔책맨,건강기원,0점,1일째,총1일
6956등,ENOUGH,엄마 건강하게 해주세요,0점,1일째,총1일
6955등,푸하하하,건강하길 빕니다,0점,1일째,총2일
6954등,석전용돌맹이,석전에서 이기게 해주세요,0점,1일째,총1일
6953등,침며들었다,내년 심사 별탈없게 해주세요,0점,1일째,총11일
6952등,눈덩이,행복하게 해주세요,0점,2일째,총2일
6951등,호레논,평안하게해주세요,0점,1일째,총2일
6950등,utf8,아멘,0점,1일째,총1일
6949등,애하하,오늘은 시험공부 해야즹~,0점,1일째,총1일
6948등,침이침침이,인서울하기를,0점,1일째,총1일
6947등,브이씨,세상의 평화,0점,1일째,총1일
6946등,쿨쿨소년,대학,0점,1일째,총1일
6945등,침ㅎr하ㅎr하ㅎr하ㅎr,<script>alert('')</script>,0점,1일째,총2일
6944등,정예타우렌족장,사업준비중인데 꼭 잘되길.... ,0점,6일째,총47일
6943등,침피트,형이 행복하게 해주세요,0점,1일째,총2일
6942등,병건이네고양이,졸업작품 정신 차리고 잘 마치게 해주세요,0점,1일째,총1일
6941등,정장공,"채윤, 채이가 올바르게 성장할 수 있게 해주세요",0점,1일째,총1일
6940등,자더기,연애하게해주세요,0점,1일째,총1일
6939등,침하정원사,내일 칼퇴!!,0점,1일째,총1일
6938등,홈쇼핑PD,기도,0점,2일째,총2일
6937등,잘알려드립니다,침하하 트래픽 폭발기원,0점,2일째,총45일
6936등,고간넉넉바지,내일출근안하게해주세요,0점,1일째,총4일
6935등,구내염따,고맙습니다,0점,41일째,총44일
6934등,그것은찍혀버렸다,오늘의 작은 행운에 감사하며 내일을 맞,0점,2일째,총35일
6933등,마돈나,남자친구가 절 다시 사랑하게 해주세요,0점,1일째,총1일
6932등,ALE에일,좋은 스튜디오가 구해지길!!,0점,2일째,총2일
6931등,이병장,첫 출첵,0점,2일째,총2일
6930등,침목공,내일 건강검진 잘나오게 해주세요,0점,1일째,총1일
6929등,원숭이호민,올해 1달동안 행복하게 해주세요,0점,1일째,총1일
6928등,모락스,타마야~,0점,2일째,총2일
6927등,앙큼살쾡이,꼭 되게 해주세요.,0점,1일째,총1일
6926등,맨날자부는사람,회사 동료가 결혼하게 해주세요.,0점,1일째,총20일
6925등,Gongwon,D-385 파이팅!!,0점,1일째,총25일
6924등,우리원딜박정민,합격하게 해주세요,0점,5일째,총18일
6923등,게시판이용자,Hi,0점,1일째,총15일
6922등,bc3h5b,잉기모리,0점,1일째,총1일
6921등,디디디,로또 당첨!!!!!!!,0점,1일째,총1일
6920등,봉핑키,모두 건강하고 말 잘듣게 해주세요,0점,1일째,총1일
6919등,파도침,돈 많이 벌자,0점,1일째,총1일
6918등,보약파워,기말고사 잘 보게 해주세요 ,0점,1일째,총6일
6917등,침득허이,내일 회식 파토 내주세요,0점,1일째,총1일
6916등,아무쪼록,돈많고 건강한 돈 많은 백수 되게 해주세요~,0점,1일째,총14일
6915등,침1하하,준비하는 시험 잘 보게 해주세용,0점,1일째,총2일
6914등,오만원,사랑하고싶다,0점,1일째,총1일
6913등,주닝닝,모두 건강하게,0점,2일째,총2일
6912등,참차밍,부지런하게해주세요,0점,1일째,총1일
6911등,GuJiJung,침하하,0점,1일째,총13일
6910등,우마이병장,1일,0점,1일째,총3일
6909등,흐하하,,0점,1일째,총2일
6908등,침러브,내일 남편만나게 해주세요,0점,1일째,총8일
6907등,쏘영삼촌,소원이 이루어지게 해주세요,0점,3일째,총3일
6906등,폰폰이,부자되게해주세요,0점,1일째,총1일
6905등,우리애쉬박정민,대학 면접 잘보게 해주세용,0점,1일째,총4일
6904등,마이몬요리사,감기 낫게 해주세요,0점,1일째,총8일
6903등,반짝이,반짝반짝,0점,1일째,총1일
6902등,Nama,,0점,1일째,총1일
6901등,왜안자요,기말고사 잘 보게 해주세요!,0점,1일째,총18일
6900등,O8O,다리가 너무 아파잉,0점,1일째,총1일
6899등,병건나라꽁치공주,기말 잘 보게 해 주새요,0점,1일째,총19일
6898등,다효다,조별과제노예탈출을기원합니다,0점,1일째,총1일
6897등,razpo0,결혼잘되게 해주세요,0점,1일째,총1일
6896등,이젤리가진짜라묘온,동생이 행복하게 해주세요,0점,1일째,총18일
6895등,세상에서가장침착맨좋아함,다들 행복하길,0점,2일째,총20일
6894등,hutdool,행복하게 해주세요,0점,8일째,총42일
6893등,방글이,휘둘리지 않는 단단한 마음을 갖게 해 주세요,0점,2일째,총2일
6892등,침착한감자,행복하게해주세요,0점,1일째,총1일
6891등,meczks,아무일도 없게 해주세요,0점,1일째,총1일
6890등,거짓말,모든 사람이 행복하게 해주세요,0점,1일째,총2일
6889등,담넘은구렁이,좋은 글쟁이가 되게 해주세요,0점,1일째,총2일
6888등,바라누스,행복을 찾아서,0점,3일째,총3일
6887등,야만진,소원이 이뤄지게 해주세요,0점,2일째,총3일
6886등,난무하는권모술수,종강하게 해주세요,0점,1일째,총15일
6885등,자치구역유료화,기도,0점,1일째,총1일
6884등,정사장,수시합격!,0점,1일째,총1일
6883등,나나나,배고파잉,0점,16일째,총45일
6882등,희망사항,내일은서류르합격 연락이 오게해주세요~,0점,1일째,총2일
6881등,미키퐁,힘내기,0점,1일째,총1일
6880등,명왕성,다시 행복해지게 해주세요,0점,1일째,총5일
6879등,침고여,월급올랐으면 좋겠다,0점,1일째,총2일
6878등,39다음40,주위에 흔들리지 않고 제 길을 가게 해주세요,0점,1일째,총1일
6877등,침끼얏호우와장창문,이직성공기원,0점,1일째,총2일
6876등,파충류,아멘,0점,1일째,총1일
6875등,다보까상,똥 잘나오게 해주세요,0점,1일째,총3일
6874등,차짬뚝배기,돈마니,0점,5일째,총19일
6873등,초콜릿머핀,월드컵 16강 진출하게 해주세요,0점,1일째,총1일
6872등,옾옾부인,내일 시험 잘 보게 해주세요,0점,3일째,총3일
6871등,침착맨궁둥이,면접 합격 가즈아,0점,1일째,총14일
6870등,너가몰알아,첫 인삽니다. 부자되게해주세요,0점,1일째,총2일
6869등,모다피,자라나라 머리머리,0점,1일째,총1일
6868등,참나하하,돈 많이버ㄹ게 해주세요,0점,1일째,총1일
6867등,유희왕,경찰 시험 합격,0점,1일째,총1일
6866등,침푸하하하하,자격증 시험 합격하게 해주세요,0점,1일째,총1일
6865등,침로미,침착맨 실물 영접하게 해주세용,0점,1일째,총3일
6864등,부르르르,즐겁게살자,0점,1일째,총1일
6863등,사허니우스,코로나 빨리 낫게해주세요 ㅠ,0점,1일째,총1일
6862등,창업유투버,면접 잘 보게 해주세요,0점,1일째,총15일
6861등,영이도,리나 꼭 만나게 해주세요,0점,1일째,총1일
6860등,타마코,돈,0점,1일째,총1일
6859등,웅이이,행복해지게 해주세요,0점,1일째,총1일
6858등,꾸쭈꾸,모두 건강하게 해주세요!,0점,1일째,총1일
6857등,침수수,기도 올리기,0점,1일째,총1일
6856등,복앵이,만사 건강. 기원,0점,1일째,총1일
6855등,삑곘삐꼣삑궷츢,주펄님 머리 자라게 해주세요,0점,2일째,총2일
6854등,아델리,12월달 몸마음 아픈일 안 일어나게 해주세요,0점,1일째,총4일
6853등,개간지,푸하하하,0점,1일째,총1일
6852등,병거니똥강아지,삼수는 없다,0점,1일째,총1일
6851등,호박사,임용 기원,0점,20일째,총50일
6850등,NEX,행복/건강/돈,0점,1일째,총1일
6849등,바쁘다바빠현대사회,내년에는 이쁜 여자친구 생기게 해주세요,0점,1일째,총1일
6848등,선유도인,건강,0점,1일째,총3일
6847등,라따뚜이,잠 많이자게 해주세요,0점,2일째,총2일
6846등,계란반숙,대한민국이 2022월드컵 우승 하게 해주세요,0점,3일째,총3일
6845등,노란색크레인,푸하하,0점,1일째,총1일
6844등,홍경쓰,내일 출장 안전하게 다녀오겠습니다,0점,1일째,총1일
6843등,양냥코,12월도 화이팅~,0점,1일째,총1일
6842등,말랑침덩이,날로 먹게 해줘잉,0점,2일째,총40일
6841등,대작전대작전,졸시 통과,0점,1일째,총3일
6840등,킹성이,얌,0점,1일째,총1일
6839등,몬슬리,나스닥 좀 오르게해주세요,0점,2일째,총18일
6838등,픽껫츢,행복하게 해주세요.,0점,1일째,총1일
6837등,xgczcs,기도,0점,1일째,총1일
6836등,이병건턱수염,,0점,1일째,총1일
6835등,도솔산프리덤,12-10 장가갑니다 잘 치룰수 있기를 ㅜㅜ,0점,1일째,총2일
6834등,아이브,아이팅,0점,1일째,총15일
6833등,큐티병건찡,11월 마지막 날 ! 행복 가득 12월이길,0점,13일째,총15일
6832등,침꿀꿀,1기도,0점,1일째,총5일
6831등,집순이고양이,충남대 합격하기,0점,1일째,총1일
6830등,개물안우구리,내일은 행복하길,0점,1일째,총11일
